name	value	category
Nomia_melanderi	0.4	bF
Nomia_melanderi	0.6	aM
Megalopta_genalis	95.5	dS
Megalopta_genalis	1.8	cD
Megalopta_genalis	0.2	bF
Megalopta_genalis	2.5	aM
Lasioglossum_albipes	96.7	dS
Lasioglossum_albipes	1.7	cD
Lasioglossum_albipes	0.9	bF
Lasioglossum_albipes	0.7	aM
Dufourea_novaeangliae	98.8	dS
Dufourea_novaeangliae	0.3	cD
Dufourea_novaeangliae	0.4	bF
Dufourea_novaeangliae	0.5	aM
Wasmannia_auropunctata	97.9	dS
Wasmannia_auropunctata	0.5	cD
Wasmannia_auropunctata	0.7	bF
Wasmannia_auropunctata	0.9	aM
Vollenhovia_emeryi	98.9	dS
Vollenhovia_emeryi	0.4	cD
Vollenhovia_emeryi	0.2	bF
Vollenhovia_emeryi	0.5	aM
Trachymyrmex_septentrionalis	99	dS
Trachymyrmex_septentrionalis	0.2	cD
Trachymyrmex_septentrionalis	0.4	bF
Trachymyrmex_septentrionalis	0.4	aM
Trachymyrmex_cornetzi	98.6	dS
Trachymyrmex_cornetzi	0.6	cD
Trachymyrmex_cornetzi	0.3	bF
Trachymyrmex_cornetzi	0.5	aM
Trachymyrmex_zeteki	99	dS
Trachymyrmex_zeteki	0	cD
Trachymyrmex_zeteki	0.4	bF
Trachymyrmex_zeteki	0.6	aM
Tetramorium_parvispinum	95.5	dS
Tetramorium_parvispinum	0.3	cD
Tetramorium_parvispinum	2.9	bF
Tetramorium_parvispinum	1.3	aM
Tetramorium_simillimum	97.9	dS
Tetramorium_simillimum	0.6	cD
Tetramorium_simillimum	1	bF
Tetramorium_simillimum	0.5	aM
Tetramorium_bicarinatum	97	dS
Tetramorium_bicarinatum	0.4	cD
Tetramorium_bicarinatum	1.2	bF
Tetramorium_bicarinatum	1.4	aM
Tetramorium_immigrans	97.2	dS
Tetramorium_immigrans	0.2	cD
Tetramorium_immigrans	1.7	bF
Tetramorium_immigrans	0.9	aM
Temnothorax_curvispinosus	88.4	dS
Temnothorax_curvispinosus	6.6	cD
Temnothorax_curvispinosus	1.2	bF
Temnothorax_curvispinosus	3.8	aM
Solenopsis_invicta	96.3	dS
Solenopsis_invicta	2.6	cD
Solenopsis_invicta	0.7	bF
Solenopsis_invicta	0.4	aM
Solenopsis_fugax	93.5	dS
Solenopsis_fugax	0.4	cD
Solenopsis_fugax	3	bF
Solenopsis_fugax	3.1	aM
Pseudomyrmex_concolor	95.5	dS
Pseudomyrmex_concolor	0.8	cD
Pseudomyrmex_concolor	2	bF
Pseudomyrmex_concolor	1.7	aM
Pseudomyrmex_cubaensis	97.6	dS
Pseudomyrmex_cubaensis	0.4	cD
Pseudomyrmex_cubaensis	0.9	bF
Pseudomyrmex_cubaensis	1.1	aM
Pseudomyrmex_dendroicus	96.5	dS
Pseudomyrmex_dendroicus	0.4	cD
Pseudomyrmex_dendroicus	1.5	bF
Pseudomyrmex_dendroicus	1.6	aM
Pseudomyrmex_elongatus	97.3	dS
Pseudomyrmex_elongatus	1	cD
Pseudomyrmex_elongatus	0.7	bF
Pseudomyrmex_elongatus	1	aM
Pseudomyrmex_flavicornis	97.8	dS
Pseudomyrmex_flavicornis	0.4	cD
Pseudomyrmex_flavicornis	0.7	bF
Pseudomyrmex_flavicornis	1.1	aM
Pseudomyrmex_pallidus	95.6	dS
Pseudomyrmex_pallidus	0.5	cD
Pseudomyrmex_pallidus	1.8	bF
Pseudomyrmex_pallidus	2.1	aM
Pseudomyrmex_gracilis	98.6	dS
Pseudomyrmex_gracilis	0.7	cD
Pseudomyrmex_gracilis	0.1	bF
Pseudomyrmex_gracilis	0.6	aM
Pogonomyrmex_barbatus	96.3	dS
Pogonomyrmex_barbatus	0.3	cD
Pogonomyrmex_barbatus	2.3	bF
Pogonomyrmex_barbatus	1.1	aM
Ooceraea_biroi	98.1	dS
Ooceraea_biroi	1	cD
Ooceraea_biroi	0.2	bF
Ooceraea_biroi	0.7	aM
Odontomachus_brunneus	97.7	dS
Odontomachus_brunneus	1.3	cD
Odontomachus_brunneus	0.3	bF
Odontomachus_brunneus	0.7	aM
Nylanderia_fulva	95.8	dS
Nylanderia_fulva	2.2	cD
Nylanderia_fulva	1	bF
Nylanderia_fulva	1	aM
Monomorium_pharaonis	96.6	dS
Monomorium_pharaonis	2.4	cD
Monomorium_pharaonis	0.4	bF
Monomorium_pharaonis	0.6	aM
Linepithema_humile	98.5	dS
Linepithema_humile	0.6	cD
Linepithema_humile	0.3	bF
Linepithema_humile	0.6	aM
Lasius_niger	94.8	dS
Lasius_niger	0.8	cD
Lasius_niger	2.8	bF
Lasius_niger	1.6	aM
Harpegnathos_saltator	98	dS
Harpegnathos_saltator	1.2	cD
Harpegnathos_saltator	0.1	bF
Harpegnathos_saltator	0.7	aM
Formica_selysi	97.5	dS
Formica_selysi	1.6	cD
Formica_selysi	0.3	bF
Formica_selysi	0.6	aM
Formica_exsecta	95.2	dS
Formica_exsecta	3.4	cD
Formica_exsecta	1	bF
Formica_exsecta	0.4	aM
Dinoponera_quadriceps	98	dS
Dinoponera_quadriceps	0.4	cD
Dinoponera_quadriceps	0.8	bF
Dinoponera_quadriceps	0.8	aM
Cyphomyrmex_costatus	98.5	dS
Cyphomyrmex_costatus	1	cD
Cyphomyrmex_costatus	0.1	bF
Cyphomyrmex_costatus	0.4	aM
Crematogaster_levior	96.6	dS
Crematogaster_levior	1.6	cD
Crematogaster_levior	0.3	bF
Crematogaster_levior	1.5	aM
Cataglyphis_niger	95.4	dS
Cataglyphis_niger	1	cD
Cataglyphis_niger	1.9	bF
Cataglyphis_niger	1.7	aM
Cataglyphis_hispanica	89.9	dS
Cataglyphis_hispanica	0.5	cD
Cataglyphis_hispanica	5.6	bF
Cataglyphis_hispanica	4	aM
Camponotus_floridanus	98.8	dS
Camponotus_floridanus	0.4	cD
Camponotus_floridanus	0.4	bF
Camponotus_floridanus	0.4	aM
Atta_texana	89.5	dS
Atta_texana	0.3	cD
Atta_texana	6.5	bF
Atta_texana	3.7	aM
Atta_colombica	98.9	dS
Atta_colombica	0.4	cD
Atta_colombica	0.4	bF
Atta_colombica	0.3	aM
Atta_cephalotes	97.2	dS
Atta_cephalotes	0.1	cD
Atta_cephalotes	1	bF
Atta_cephalotes	1.7	aM
Aphaenogaster_picea	98	dS
Aphaenogaster_picea	0.6	cD
Aphaenogaster_picea	0.8	bF
Aphaenogaster_picea	0.6	aM
Aphaenogaster_floridana	98.5	dS
Aphaenogaster_floridana	0.4	cD
Aphaenogaster_floridana	0.3	bF
Aphaenogaster_floridana	0.8	aM
Aphaenogaster_ashmeadi	98.6	dS
Aphaenogaster_ashmeadi	0.7	cD
Aphaenogaster_ashmeadi	0.1	bF
Aphaenogaster_ashmeadi	0.6	aM
Aphaenogaster_fulva	97.5	dS
Aphaenogaster_fulva	0.5	cD
Aphaenogaster_fulva	0.8	bF
Aphaenogaster_fulva	1.2	aM
Aphaenogaster_rudis	98.6	dS
Aphaenogaster_rudis	0.4	cD
Aphaenogaster_rudis	0.2	bF
Aphaenogaster_rudis	0.8	aM
Aphaenogaster_miamiana	98.5	dS
Aphaenogaster_miamiana	0.3	cD
Aphaenogaster_miamiana	0.5	bF
Aphaenogaster_miamiana	0.7	aM
Acromyrmex_echinatior	98.2	dS
Acromyrmex_echinatior	0.5	cD
Acromyrmex_echinatior	0.9	bF
Acromyrmex_echinatior	0.4	aM
Leptopilina_boulardi	92.8	dS
Leptopilina_boulardi	2.7	cD
Leptopilina_boulardi	1.3	bF
Leptopilina_boulardi	3.2	aM
Leptopilina_heterotoma	95.8	dS
Leptopilina_heterotoma	0.6	cD
Leptopilina_heterotoma	2	bF
Leptopilina_heterotoma	1.6	aM
Leptopilina_clavipes	91.9	dS
Leptopilina_clavipes	0.7	cD
Leptopilina_clavipes	3.6	bF
Leptopilina_clavipes	3.8	aM
Ganaspis_brasiliensis	68.4	dS
Ganaspis_brasiliensis	0.7	cD
Ganaspis_brasiliensis	22.8	bF
Ganaspis_brasiliensis	8.1	aM
Eurytoma_adleriae	93	dS
Eurytoma_adleriae	1.2	cD
Eurytoma_adleriae	2.9	bF
Eurytoma_adleriae	2.9	aM
Eurytoma_brunniventris	92.2	dS
Eurytoma_brunniventris	1.1	cD
Eurytoma_brunniventris	3.1	bF
Eurytoma_brunniventris	3.6	aM
Eupelmus_urozonus	94	dS
Eupelmus_urozonus	1	cD
Eupelmus_urozonus	2.3	bF
Eupelmus_urozonus	2.7	aM
Eupelmus_annulatus	93.8	dS
Eupelmus_annulatus	1	cD
Eupelmus_annulatus	2.6	bF
Eupelmus_annulatus	2.6	aM
Copidosoma_floridanum	92.9	dS
Copidosoma_floridanum	2.5	cD
Copidosoma_floridanum	1.2	bF
Copidosoma_floridanum	3.4	aM
Neodiprion_pinetum	97.5	dS
Neodiprion_pinetum	0.4	cD
Neodiprion_pinetum	0.9	bF
Neodiprion_pinetum	1.2	aM
Neodiprion_lecontei	98.8	dS
Neodiprion_lecontei	0.4	cD
Neodiprion_lecontei	0.3	bF
Neodiprion_lecontei	0.5	aM
Synergus_gifuensis	94.3	dS
Synergus_gifuensis	1.4	cD
Synergus_gifuensis	2.5	bF
Synergus_gifuensis	1.8	aM
Synergus_itoensis	93.9	dS
Synergus_itoensis	0.9	cD
Synergus_itoensis	3.2	bF
Synergus_itoensis	2	aM
Synergus_umbraculus	96	dS
Synergus_umbraculus	0.9	cD
Synergus_umbraculus	1.6	bF
Synergus_umbraculus	1.5	aM
Synergus_japonicus	96.1	dS
Synergus_japonicus	1.5	cD
Synergus_japonicus	1.7	bF
Synergus_japonicus	0.7	aM
Pseudoneuroterus_saliens	40.8	dS
Pseudoneuroterus_saliens	1	cD
Pseudoneuroterus_saliens	33.3	bF
Pseudoneuroterus_saliens	24.9	aM
Neuroterus_quercusbaccarum	28.7	dS
Neuroterus_quercusbaccarum	0.3	cD
Neuroterus_quercusbaccarum	37	bF
Neuroterus_quercusbaccarum	34	aM
Callirhytis_sp._RG_2019_326	77.5	dS
Callirhytis_sp._RG_2019_326	0.7	cD
Callirhytis_sp._RG_2019_326	13.5	bF
Callirhytis_sp._RG_2019_326	8.3	aM
Belonocnema_treatae	94.7	dS
Belonocnema_treatae	0.4	cD
Belonocnema_treatae	2.9	bF
Belonocnema_treatae	2	aM
Andricus_quercusramuli	16.5	dS
Andricus_quercusramuli	0.9	cD
Andricus_quercusramuli	38.1	bF
Andricus_quercusramuli	44.5	aM
Andricus_inflator	31.5	dS
Andricus_inflator	0.4	cD
Andricus_inflator	39.4	bF
Andricus_inflator	28.7	aM
Andricus_curvator	27	dS
Andricus_curvator	0.5	cD
Andricus_curvator	38.8	bF
Andricus_curvator	33.7	aM
Andricus_grossulariae	67.8	dS
Andricus_grossulariae	0.7	cD
Andricus_grossulariae	20	bF
Andricus_grossulariae	11.5	aM
Andricus_quercuslanigera	73.7	dS
Andricus_quercuslanigera	0.5	cD
Andricus_quercuslanigera	16.8	bF
Andricus_quercuslanigera	9	aM
Colletes_gigas	98.2	dS
Colletes_gigas	1.2	cD
Colletes_gigas	0.1	bF
Colletes_gigas	0.5	aM
Cephus_cinctus	99	dS
Cephus_cinctus	0.3	cD
Cephus_cinctus	0.3	bF
Cephus_cinctus	0.4	aM
Microplitis_demolitor	98.2	dS
Microplitis_demolitor	1.2	cD
Microplitis_demolitor	0.2	bF
Microplitis_demolitor	0.4	aM
Macrocentrus_cingulum	97	dS
Macrocentrus_cingulum	1.8	cD
Macrocentrus_cingulum	0.3	bF
Macrocentrus_cingulum	0.9	aM
Lysiphlebus_fabarum	88.2	dS
Lysiphlebus_fabarum	9.3	cD
Lysiphlebus_fabarum	0.2	bF
Lysiphlebus_fabarum	2.3	aM
Fopius_arisanus	96.6	dS
Fopius_arisanus	0.1	cD
Fopius_arisanus	1.3	bF
Fopius_arisanus	2	aM
Diachasma_alloeum	98	dS
Diachasma_alloeum	0.3	cD
Diachasma_alloeum	0.6	bF
Diachasma_alloeum	1.1	aM
Cotesia_vestalis	87	dS
Cotesia_vestalis	5.6	cD
Cotesia_vestalis	2.8	bF
Cotesia_vestalis	4.6	aM
Chelonus_insularis	98.8	dS
Chelonus_insularis	0.4	cD
Chelonus_insularis	0.2	bF
Chelonus_insularis	0.6	aM
Aphidius_gifuensis	96	dS
Aphidius_gifuensis	2.7	cD
Aphidius_gifuensis	0.1	bF
Aphidius_gifuensis	1.2	aM
Aphidius_ervi	95	dS
Aphidius_ervi	2.5	cD
Aphidius_ervi	0.4	bF
Aphidius_ervi	2.1	aM
Goniozus_legneri	98.6	dS
Goniozus_legneri	0.8	cD
Goniozus_legneri	0.2	bF
Goniozus_legneri	0.4	aM
Tetragonula_mellipes	96.6	dS
Tetragonula_mellipes	0.3	cD
Tetragonula_mellipes	1.3	bF
Tetragonula_mellipes	1.8	aM
Tetragonula_hockingsi	95.5	dS
Tetragonula_hockingsi	0.3	cD
Tetragonula_hockingsi	2.2	bF
Tetragonula_hockingsi	2	aM
Tetragonula_davenporti	96.8	dS
Tetragonula_davenporti	0.3	cD
Tetragonula_davenporti	1.2	bF
Tetragonula_davenporti	1.7	aM
Tetragonula_clypearis	96	dS
Tetragonula_clypearis	0.3	cD
Tetragonula_clypearis	1.9	bF
Tetragonula_clypearis	1.8	aM
Tetragonula_carbonaria	95.8	dS
Tetragonula_carbonaria	0.4	cD
Tetragonula_carbonaria	2	bF
Tetragonula_carbonaria	1.8	aM
Melipona_quadrifasciata	97.4	dS
Melipona_quadrifasciata	0.1	cD
Melipona_quadrifasciata	1.4	bF
Melipona_quadrifasciata	1.1	aM
Lepidotrigona_ventralis_hoosana	93.3	dS
Lepidotrigona_ventralis_hoosana	0.8	cD
Lepidotrigona_ventralis_hoosana	3.1	bF
Lepidotrigona_ventralis_hoosana	2.8	aM
Habropoda_laboriosa	97.6	dS
Habropoda_laboriosa	0.2	cD
Habropoda_laboriosa	0.8	bF
Habropoda_laboriosa	1.4	aM
Frieseomelitta_varia	98.3	dS
Frieseomelitta_varia	0.4	cD
Frieseomelitta_varia	0.6	bF
Frieseomelitta_varia	0.7	aM
Euglossa_dilemma	92.5	dS
Euglossa_dilemma	1.7	cD
Euglossa_dilemma	2.8	bF
Euglossa_dilemma	3	aM
Eufriesea_mexicana	96.9	dS
Eufriesea_mexicana	1.5	cD
Eufriesea_mexicana	0.6	bF
Eufriesea_mexicana	1	aM
Ceratina_australensis	90.5	dS
Ceratina_australensis	5.6	cD
Ceratina_australensis	1.4	bF
Ceratina_australensis	2.5	aM
Ceratina_calcarata	96.2	dS
Ceratina_calcarata	1.8	cD
Ceratina_calcarata	0.4	bF
Ceratina_calcarata	1.6	aM
Bombus_haemorrhoidalis	99.6	dS
Bombus_haemorrhoidalis	0.3	cD
Bombus_haemorrhoidalis	0	bF
Bombus_haemorrhoidalis	0.1	aM
Bombus_breviceps	99.4	dS
Bombus_breviceps	0.2	cD
Bombus_breviceps	0.1	bF
Bombus_breviceps	0.3	aM
Bombus_ignitus	97.6	dS
Bombus_ignitus	0.1	cD
Bombus_ignitus	0.7	bF
Bombus_ignitus	1.6	aM
Bombus_pyrosoma	99.5	dS
Bombus_pyrosoma	0.2	cD
Bombus_pyrosoma	0.2	bF
Bombus_pyrosoma	0.1	aM
Bombus_turneri	99.2	dS
Bombus_turneri	0.3	cD
Bombus_turneri	0.4	bF
Bombus_turneri	0.1	aM
Bombus_cullumanus	99.1	dS
Bombus_cullumanus	0.3	cD
Bombus_cullumanus	0.1	bF
Bombus_cullumanus	0.5	aM
Bombus_difficillimus	99	dS
Bombus_difficillimus	0	cD
Bombus_difficillimus	0.4	bF
Bombus_difficillimus	0.6	aM
Bombus_sibiricus	99.3	dS
Bombus_sibiricus	0.2	cD
Bombus_sibiricus	0.2	bF
Bombus_sibiricus	0.3	aM
Bombus_picipes	98.3	dS
Bombus_picipes	0.1	cD
Bombus_picipes	0.8	bF
Bombus_picipes	0.8	aM
Bombus_confusus	99	dS
Bombus_confusus	0.2	cD
Bombus_confusus	0.5	bF
Bombus_confusus	0.3	aM
Bombus_consobrinus	99.3	dS
Bombus_consobrinus	0.2	cD
Bombus_consobrinus	0.2	bF
Bombus_consobrinus	0.3	aM
Bombus_opulentus	98.4	dS
Bombus_opulentus	0.3	cD
Bombus_opulentus	0.7	bF
Bombus_opulentus	0.6	aM
Bombus_waltoni	99.1	dS
Bombus_waltoni	0.2	cD
Bombus_waltoni	0.3	bF
Bombus_waltoni	0.4	aM
Bombus_superbus	99.1	dS
Bombus_superbus	0.4	cD
Bombus_superbus	0.3	bF
Bombus_superbus	0.2	aM
Bombus_soroeensis	96.8	dS
Bombus_soroeensis	0.1	cD
Bombus_soroeensis	1.1	bF
Bombus_soroeensis	2	aM
Bombus_skorikovi	99	dS
Bombus_skorikovi	0.7	cD
Bombus_skorikovi	0.1	bF
Bombus_skorikovi	0.2	aM
Bombus_polaris	97.2	dS
Bombus_polaris	0.1	cD
Bombus_polaris	1.2	bF
Bombus_polaris	1.5	aM
Bombus_vancouverensis_nearcticus	99.2	dS
Bombus_vancouverensis_nearcticus	0.5	cD
Bombus_vancouverensis_nearcticus	0.2	bF
Bombus_vancouverensis_nearcticus	0.1	aM
Bombus_vosnesenskii	99.5	dS
Bombus_vosnesenskii	0.1	cD
Bombus_vosnesenskii	0.3	bF
Bombus_vosnesenskii	0.1	aM
Bombus_bifarius	99	dS
Bombus_bifarius	0.4	cD
Bombus_bifarius	0.3	bF
Bombus_bifarius	0.3	aM
Bombus_terrestris	98.7	dS
Bombus_terrestris	0.2	cD
Bombus_terrestris	0.7	bF
Bombus_terrestris	0.4	aM
Bombus_impatiens	99.4	dS
Bombus_impatiens	0.1	cD
Bombus_impatiens	0.1	bF
Bombus_impatiens	0.4	aM
Apis_laboriosa	99.5	dS
Apis_laboriosa	0	cD
Apis_laboriosa	0.1	bF
Apis_laboriosa	0.4	aM
Apis_mellifera_carnica	99.3	dS
Apis_mellifera_carnica	0.2	cD
Apis_mellifera_carnica	0	bF
Apis_mellifera_carnica	0.5	aM
Apis_mellifera_caucasica	99.6	dS
Apis_mellifera_caucasica	0	cD
Apis_mellifera_caucasica	0	bF
Apis_mellifera_caucasica	0.4	aM
Apis_cerana_cerana	99.6	dS
Apis_cerana_cerana	0.2	cD
Apis_cerana_cerana	0	bF
Apis_cerana_cerana	0.2	aM
Apis_dorsata	98.5	dS
Apis_dorsata	0.1	cD
Apis_dorsata	0.5	bF
Apis_dorsata	0.9	aM
Apis_mellifera_mellifera	99.6	dS
Apis_mellifera_mellifera	0	cD
Apis_mellifera_mellifera	0	bF
Apis_mellifera_mellifera	0.4	aM
Apis_mellifera	99.3	dS
Apis_mellifera	0.1	cD
Apis_mellifera	0.1	bF
Apis_mellifera	0.5	aM
Apis_mellifera_intermissa	75.6	dS
Apis_mellifera_intermissa	0.1	cD
Apis_mellifera_intermissa	13.6	bF
Apis_mellifera_intermissa	10.7	aM
Apis_florea	98	dS
Apis_florea	0	cD
Apis_florea	1.2	bF
Apis_florea	0.8	aM
Pleistodontes_nigriventris	94.1	dS
Pleistodontes_nigriventris	0.2	cD
Pleistodontes_nigriventris	2.9	bF
Pleistodontes_nigriventris	2.8	aM
Ceratosolen_solmsi_marchali	97.2	dS
Ceratosolen_solmsi_marchali	0.3	cD
Ceratosolen_solmsi_marchali	1	bF
Ceratosolen_solmsi_marchali	1.5	aM
Triatoma_infestans	89	dS
Triatoma_infestans	1.7	cD
Triatoma_infestans	2	bF
Triatoma_infestans	7.3	aM
Rhodnius_prolixus	95.1	dS
Rhodnius_prolixus	0.7	cD
Rhodnius_prolixus	2	bF
Rhodnius_prolixus	2.2	aM
Trionymus_perrisii	87.9	dS
Trionymus_perrisii	0.8	cD
Trionymus_perrisii	5.4	bF
Trionymus_perrisii	5.9	aM
Pseudococcus_longispinus	90.3	dS
Pseudococcus_longispinus	1.2	cD
Pseudococcus_longispinus	4.1	bF
Pseudococcus_longispinus	4.4	aM
Phenacoccus_solenopsis	90.9	dS
Phenacoccus_solenopsis	4	cD
Phenacoccus_solenopsis	1.3	bF
Phenacoccus_solenopsis	3.8	aM
Paracoccus_marginatus	92.3	dS
Paracoccus_marginatus	1.4	cD
Paracoccus_marginatus	2.4	bF
Paracoccus_marginatus	3.9	aM
Maconellicoccus_hirsutus	90.4	dS
Maconellicoccus_hirsutus	5.1	cD
Maconellicoccus_hirsutus	1.1	bF
Maconellicoccus_hirsutus	3.4	aM
Ferrisia_virgata	92.9	dS
Ferrisia_virgata	1.3	cD
Ferrisia_virgata	2	bF
Ferrisia_virgata	3.8	aM
Stiretrus_anchorago	66.7	dS
Stiretrus_anchorago	0.4	cD
Stiretrus_anchorago	17.6	bF
Stiretrus_anchorago	15.3	aM
Piezodorus_guildinii	0.2	dS
Piezodorus_guildinii	0	cD
Piezodorus_guildinii	0.1	bF
Piezodorus_guildinii	99.7	aM
Halyomorpha_halys	96	dS
Halyomorpha_halys	1.3	cD
Halyomorpha_halys	1	bF
Halyomorpha_halys	1.7	aM
Euschistus_heros	78.7	dS
Euschistus_heros	3.1	cD
Euschistus_heros	3.7	bF
Euschistus_heros	14.5	aM
Eriosoma_lanigerum	95	dS
Eriosoma_lanigerum	1.8	cD
Eriosoma_lanigerum	0.5	bF
Eriosoma_lanigerum	2.7	aM
Nesidiocoris_tenuis	66.6	dS
Nesidiocoris_tenuis	21.5	cD
Nesidiocoris_tenuis	5.4	bF
Nesidiocoris_tenuis	6.5	aM
Apolygus_lucorum	93.1	dS
Apolygus_lucorum	2.3	cD
Apolygus_lucorum	1.8	bF
Apolygus_lucorum	2.8	aM
Oncopeltus_fasciatus	92.1	dS
Oncopeltus_fasciatus	1.7	cD
Oncopeltus_fasciatus	3.4	bF
Oncopeltus_fasciatus	2.8	aM
Diaphorina_citri	81.4	dS
Diaphorina_citri	4.5	cD
Diaphorina_citri	6.9	bF
Diaphorina_citri	7.2	aM
Cinara_cedri	95.1	dS
Cinara_cedri	1.9	cD
Cinara_cedri	0.7	bF
Cinara_cedri	2.3	aM
Gerris_buenoi	92.2	dS
Gerris_buenoi	2.5	cD
Gerris_buenoi	1.6	bF
Gerris_buenoi	3.7	aM
Zanna_intricata	47.4	dS
Zanna_intricata	0.2	cD
Zanna_intricata	32.3	bF
Zanna_intricata	20.1	aM
Sogatella_furcifera	92	dS
Sogatella_furcifera	2.1	cD
Sogatella_furcifera	3	bF
Sogatella_furcifera	2.9	aM
Nilaparvata_lugens	92.7	dS
Nilaparvata_lugens	2.5	cD
Nilaparvata_lugens	1.4	bF
Nilaparvata_lugens	3.4	aM
Laodelphax_striatellus	93.6	dS
Laodelphax_striatellus	2.3	cD
Laodelphax_striatellus	2	bF
Laodelphax_striatellus	2.1	aM
Dactylopius_coccus	2.6	dS
Dactylopius_coccus	1.8	cD
Dactylopius_coccus	0.8	bF
Dactylopius_coccus	94.8	aM
Ericerus_pela	82.7	dS
Ericerus_pela	4.2	cD
Ericerus_pela	1.3	bF
Ericerus_pela	11.8	aM
Cimex_lectularius	98.2	dS
Cimex_lectularius	1.2	cD
Cimex_lectularius	0.3	bF
Cimex_lectularius	0.3	aM
Magicicada_septendecim	13.5	dS
Magicicada_septendecim	0.3	cD
Magicicada_septendecim	10.7	bF
Magicicada_septendecim	75.5	aM
Homalodisca_vitripennis	90.8	dS
Homalodisca_vitripennis	1.3	cD
Homalodisca_vitripennis	4.8	bF
Homalodisca_vitripennis	3.1	aM
Philaenus_spumarius	5.9	dS
Philaenus_spumarius	0.2	cD
Philaenus_spumarius	12.1	bF
Philaenus_spumarius	81.8	aM
Sitobion_miscanthi	88.9	dS
Sitobion_miscanthi	3.7	cD
Sitobion_miscanthi	0.8	bF
Sitobion_miscanthi	6.6	aM
Sipha_flava	92.9	dS
Sipha_flava	1	cD
Sipha_flava	0.6	bF
Sipha_flava	5.5	aM
Schizaphis_graminum	91.4	dS
Schizaphis_graminum	3.2	cD
Schizaphis_graminum	1.6	bF
Schizaphis_graminum	3.8	aM
Rhopalosiphum_maidis	94.9	dS
Rhopalosiphum_maidis	2.2	cD
Rhopalosiphum_maidis	0.7	bF
Rhopalosiphum_maidis	2.2	aM
Pentalonia_nigronervosa	94.5	dS
Pentalonia_nigronervosa	1.8	cD
Pentalonia_nigronervosa	0.9	bF
Pentalonia_nigronervosa	2.8	aM
Myzus_persicae	93.5	dS
Myzus_persicae	2.8	cD
Myzus_persicae	0.8	bF
Myzus_persicae	2.9	aM
Melanaphis_sacchari	95.2	dS
Melanaphis_sacchari	1.6	cD
Melanaphis_sacchari	0.6	bF
Melanaphis_sacchari	2.6	aM
Diuraphis_noxia	87.4	dS
Diuraphis_noxia	2	cD
Diuraphis_noxia	4.5	bF
Diuraphis_noxia	6.1	aM
Aulacorthum_solani	82.3	dS
Aulacorthum_solani	1.4	cD
Aulacorthum_solani	8.6	bF
Aulacorthum_solani	7.7	aM
Aphis_glycines	92	dS
Aphis_glycines	3.4	cD
Aphis_glycines	0.8	bF
Aphis_glycines	3.8	aM
Aphis_craccivora	92.2	dS
Aphis_craccivora	2.7	cD
Aphis_craccivora	1.7	bF
Aphis_craccivora	3.4	aM
Aphis_gossypii	88.8	dS
Aphis_gossypii	4.1	cD
Aphis_gossypii	2.3	bF
Aphis_gossypii	4.8	aM
Acyrthosiphon_pisum	93.3	dS
Acyrthosiphon_pisum	3.2	cD
Acyrthosiphon_pisum	0.7	bF
Acyrthosiphon_pisum	2.8	aM
Pachypsylla_venusta	88.4	dS
Pachypsylla_venusta	0.7	cD
Pachypsylla_venusta	4.9	bF
Pachypsylla_venusta	6	aM
Orius_insidiosus	63.2	dS
Orius_insidiosus	22.8	cD
Orius_insidiosus	4	bF
Orius_insidiosus	10	aM
Trialeurodes_vaporariorum	92.1	dS
Trialeurodes_vaporariorum	2	cD
Trialeurodes_vaporariorum	0.9	bF
Trialeurodes_vaporariorum	5	aM
Bemisia_tabaci	95.8	dS
Bemisia_tabaci	1.8	cD
Bemisia_tabaci	0.7	bF
Bemisia_tabaci	1.7	aM
Ephemera_danica	94.3	dS
Ephemera_danica	2.6	cD
Ephemera_danica	1	bF
Ephemera_danica	2.1	aM
Cloeon_dipterum	95.4	dS
Cloeon_dipterum	2.3	cD
Cloeon_dipterum	0.4	bF
Cloeon_dipterum	1.9	aM
Baetis_rhodani	20.6	dS
Baetis_rhodani	0.3	cD
Baetis_rhodani	35.3	bF
Baetis_rhodani	43.8	aM
Trichoceridae_sp._BV-2014	26.2	dS
Trichoceridae_sp._BV-2014	0.3	cD
Trichoceridae_sp._BV-2014	12.8	bF
Trichoceridae_sp._BV-2014	60.7	aM
Tipula_oleracea	60.1	dS
Tipula_oleracea	0.5	cD
Tipula_oleracea	13.2	bF
Tipula_oleracea	26.2	aM
Zeugodacus_cucurbitae	98.7	dS
Zeugodacus_cucurbitae	0.3	cD
Zeugodacus_cucurbitae	0.4	bF
Zeugodacus_cucurbitae	0.6	aM
Trupanea_jonesi	23.8	dS
Trupanea_jonesi	0.1	cD
Trupanea_jonesi	19.7	bF
Trupanea_jonesi	56.4	aM
Tephritis_californica	55.1	dS
Tephritis_californica	0.2	cD
Tephritis_californica	21.4	bF
Tephritis_californica	23.3	aM
Rhagoletis_pomonella	79	dS
Rhagoletis_pomonella	15.3	cD
Rhagoletis_pomonella	1.8	bF
Rhagoletis_pomonella	3.9	aM
Rhagoletis_zephyria	82.1	dS
Rhagoletis_zephyria	15.4	cD
Rhagoletis_zephyria	0.9	bF
Rhagoletis_zephyria	1.6	aM
Eutreta_diana	39.4	dS
Eutreta_diana	0	cD
Eutreta_diana	26	bF
Eutreta_diana	34.6	aM
Ceratitis_capitata	99.3	dS
Ceratitis_capitata	0.1	cD
Ceratitis_capitata	0.1	bF
