name	value	category
Ceratitis_capitata	0.5	aM
Bactrocera_latifrons	98.4	dS
Bactrocera_latifrons	0.7	cD
Bactrocera_latifrons	0.2	bF
Bactrocera_latifrons	0.7	aM
Bactrocera_oleae	98.8	dS
Bactrocera_oleae	0.3	cD
Bactrocera_oleae	0.2	bF
Bactrocera_oleae	0.7	aM
Bactrocera_dorsalis	95.8	dS
Bactrocera_dorsalis	0.2	cD
Bactrocera_dorsalis	1.4	bF
Bactrocera_dorsalis	2.6	aM
Bactrocera_tryoni	93.1	dS
Bactrocera_tryoni	0.3	cD
Bactrocera_tryoni	2	bF
Bactrocera_tryoni	4.6	aM
Eristalis_dimidiata	36.9	dS
Eristalis_dimidiata	0.2	cD
Eristalis_dimidiata	20.3	bF
Eristalis_dimidiata	42.6	aM
Hermetia_illucens	91.5	dS
Hermetia_illucens	7.6	cD
Hermetia_illucens	0.4	bF
Hermetia_illucens	0.5	aM
Themira_minor	64.9	dS
Themira_minor	1.7	cD
Themira_minor	10.7	bF
Themira_minor	22.7	aM
Bradysia_coprophila	96.3	dS
Bradysia_coprophila	3.1	cD
Bradysia_coprophila	0.4	bF
Bradysia_coprophila	0.2	aM
Coboldia_fuscipes	97.7	dS
Coboldia_fuscipes	0.9	cD
Coboldia_fuscipes	0.4	bF
Coboldia_fuscipes	1	aM
Sarcophaga_peregrina	96.9	dS
Sarcophaga_peregrina	0.5	cD
Sarcophaga_peregrina	0.7	bF
Sarcophaga_peregrina	1.9	aM
Sarcophaga_bullata	91.9	dS
Sarcophaga_bullata	1.4	cD
Sarcophaga_bullata	3.7	bF
Sarcophaga_bullata	3	aM
Paykullia_maculata	91.9	dS
Paykullia_maculata	0.5	cD
Paykullia_maculata	4.1	bF
Paykullia_maculata	3.5	aM
Phlebotomus_papatasi	80.5	dS
Phlebotomus_papatasi	3.5	cD
Phlebotomus_papatasi	10.5	bF
Phlebotomus_papatasi	5.5	aM
Lutzomyia_longipalpis	81.1	dS
Lutzomyia_longipalpis	5.1	cD
Lutzomyia_longipalpis	3.1	bF
Lutzomyia_longipalpis	10.7	aM
Clogmia_albipunctata	85.2	dS
Clogmia_albipunctata	0.7	cD
Clogmia_albipunctata	7.3	bF
Clogmia_albipunctata	6.8	aM
Megaselia_abdita	71.5	dS
Megaselia_abdita	1.2	cD
Megaselia_abdita	14.3	bF
Megaselia_abdita	13	aM
Megaselia_scalaris	27.7	dS
Megaselia_scalaris	0	cD
Megaselia_scalaris	21.9	bF
Megaselia_scalaris	50.4	aM
Bolitophila_cinerea	96	dS
Bolitophila_cinerea	1.2	cD
Bolitophila_cinerea	1.5	bF
Bolitophila_cinerea	1.3	aM
Stomoxys_calcitrans	98.2	dS
Stomoxys_calcitrans	0.7	cD
Stomoxys_calcitrans	0.4	bF
Stomoxys_calcitrans	0.7	aM
Musca_domestica	38.8	dS
Musca_domestica	0.2	cD
Musca_domestica	17.1	bF
Musca_domestica	43.9	aM
Haematobia_irritans	63.6	dS
Haematobia_irritans	0.8	cD
Haematobia_irritans	9.8	bF
Haematobia_irritans	25.8	aM
Glossina_morsitans_morsitans	96.9	dS
Glossina_morsitans_morsitans	2	cD
Glossina_morsitans_morsitans	0.4	bF
Glossina_morsitans_morsitans	0.7	aM
Glossina_morsitans	94.3	dS
Glossina_morsitans	1.1	cD
Glossina_morsitans	2.3	bF
Glossina_morsitans	2.3	aM
Glossina_palpalis_gambiensis	93.9	dS
Glossina_palpalis_gambiensis	4.2	cD
Glossina_palpalis_gambiensis	0.5	bF
Glossina_palpalis_gambiensis	1.4	aM
Glossina_austeni	97	dS
Glossina_austeni	2.3	cD
Glossina_austeni	0.1	bF
Glossina_austeni	0.6	aM
Glossina_pallidipes	97.5	dS
Glossina_pallidipes	2	cD
Glossina_pallidipes	0.1	bF
Glossina_pallidipes	0.4	aM
Glossina_brevipalpis	96.4	dS
Glossina_brevipalpis	2.4	cD
Glossina_brevipalpis	0.7	bF
Glossina_brevipalpis	0.5	aM
Glossina_fuscipes_fuscipes	96.7	dS
Glossina_fuscipes_fuscipes	2.5	cD
Glossina_fuscipes_fuscipes	0.2	bF
Glossina_fuscipes_fuscipes	0.6	aM
Ephydra_gracilis	90.1	dS
Ephydra_gracilis	0.4	cD
Ephydra_gracilis	4	bF
Ephydra_gracilis	5.5	aM
Cirrula_hians	50	dS
Cirrula_hians	0.7	cD
Cirrula_hians	12.7	bF
Cirrula_hians	36.6	aM
Zaprionus_indianus	90.3	dS
Zaprionus_indianus	1.2	cD
Zaprionus_indianus	4.5	bF
Zaprionus_indianus	4	aM
Scaptomyza_flava	94.3	dS
Scaptomyza_flava	4.7	cD
Scaptomyza_flava	0.4	bF
Scaptomyza_flava	0.6	aM
Scaptodrosophila_lebanonensis	97.7	dS
Scaptodrosophila_lebanonensis	1.6	cD
Scaptodrosophila_lebanonensis	0.2	bF
Scaptodrosophila_lebanonensis	0.5	aM
Phortica_variegata	95.5	dS
Phortica_variegata	0.7	cD
Phortica_variegata	1.5	bF
Phortica_variegata	2.3	aM
Drosophila_suzukii	94.4	dS
Drosophila_suzukii	3.1	cD
Drosophila_suzukii	1.1	bF
Drosophila_suzukii	1.4	aM
Drosophila_subobscura	98.6	dS
Drosophila_subobscura	0.7	cD
Drosophila_subobscura	0	bF
Drosophila_subobscura	0.7	aM
Drosophila_americana	95.5	dS
Drosophila_americana	1.3	cD
Drosophila_americana	1.9	bF
Drosophila_americana	1.3	aM
Drosophila_guanche	98.7	dS
Drosophila_guanche	0.6	cD
Drosophila_guanche	0.3	bF
Drosophila_guanche	0.4	aM
Drosophila_subpulchrella	98.5	dS
Drosophila_subpulchrella	1.1	cD
Drosophila_subpulchrella	0.2	bF
Drosophila_subpulchrella	0.2	aM
Drosophila_triauraria	93.4	dS
Drosophila_triauraria	1.8	cD
Drosophila_triauraria	0.6	bF
Drosophila_triauraria	4.2	aM
Drosophila_busckii	96.3	dS
Drosophila_busckii	1.2	cD
Drosophila_busckii	0.5	bF
Drosophila_busckii	2	aM
Drosophila_gunungcola	98.5	dS
Drosophila_gunungcola	0.5	cD
Drosophila_gunungcola	0.2	bF
Drosophila_gunungcola	0.8	aM
Drosophila_pseudoobscura	98.1	dS
Drosophila_pseudoobscura	1.4	cD
Drosophila_pseudoobscura	0.1	bF
Drosophila_pseudoobscura	0.4	aM
Drosophila_bifasciata	93.9	dS
Drosophila_bifasciata	0.7	cD
Drosophila_bifasciata	0.5	bF
Drosophila_bifasciata	4.9	aM
Drosophila_albomicans	96.7	dS
Drosophila_albomicans	1.1	cD
Drosophila_albomicans	0.1	bF
Drosophila_albomicans	2.1	aM
Drosophila_lowei	95.8	dS
Drosophila_lowei	1.7	cD
Drosophila_lowei	0.1	bF
Drosophila_lowei	2.4	aM
Drosophila_athabasca	97.8	dS
Drosophila_athabasca	1.2	cD
Drosophila_athabasca	0	bF
Drosophila_athabasca	1	aM
Drosophila_rufa	97.5	dS
Drosophila_rufa	1.4	cD
Drosophila_rufa	0.6	bF
Drosophila_rufa	0.5	aM
Drosophila_lacteicornis	97	dS
Drosophila_lacteicornis	1.6	cD
Drosophila_lacteicornis	0.7	bF
Drosophila_lacteicornis	0.7	aM
Drosophila_bakoue	96	dS
Drosophila_bakoue	3	cD
Drosophila_bakoue	0.4	bF
Drosophila_bakoue	0.6	aM
Drosophila_bunnanda	98	dS
Drosophila_bunnanda	1.2	cD
Drosophila_bunnanda	0	bF
Drosophila_bunnanda	0.8	aM
Drosophila_asahinai	97.4	dS
Drosophila_asahinai	1.5	cD
Drosophila_asahinai	0.4	bF
Drosophila_asahinai	0.7	aM
Drosophila_pectinifera	98.5	dS
Drosophila_pectinifera	1	cD
Drosophila_pectinifera	0.1	bF
Drosophila_pectinifera	0.4	aM
Drosophila_birchii	98.1	dS
Drosophila_birchii	1.2	cD
Drosophila_birchii	0.1	bF
Drosophila_birchii	0.6	aM
Drosophila_leontia	94.6	dS
Drosophila_leontia	4.1	cD
Drosophila_leontia	0.2	bF
Drosophila_leontia	1.1	aM
Drosophila_bocki	98.3	dS
Drosophila_bocki	1	cD
Drosophila_bocki	0.2	bF
Drosophila_bocki	0.5	aM
Drosophila_jambulina	97.7	dS
Drosophila_jambulina	1.7	cD
Drosophila_jambulina	0.1	bF
Drosophila_jambulina	0.5	aM
Drosophila_seguyi	97.3	dS
Drosophila_seguyi	1.7	cD
Drosophila_seguyi	0.1	bF
Drosophila_seguyi	0.9	aM
Drosophila_burlai	95.1	dS
Drosophila_burlai	3.9	cD
Drosophila_burlai	0.4	bF
Drosophila_burlai	0.6	aM
Drosophila_nikananu	96.2	dS
Drosophila_nikananu	2.6	cD
Drosophila_nikananu	0.4	bF
Drosophila_nikananu	0.8	aM
Drosophila_auraria	97.3	dS
Drosophila_auraria	1.5	cD
Drosophila_auraria	0.4	bF
Drosophila_auraria	0.8	aM
Drosophila_watanabei	91.6	dS
Drosophila_watanabei	7.2	cD
Drosophila_watanabei	0.4	bF
Drosophila_watanabei	0.8	aM
Drosophila_vulcana	97.2	dS
Drosophila_vulcana	2	cD
Drosophila_vulcana	0.4	bF
Drosophila_vulcana	0.4	aM
Drosophila_tani	94.6	dS
Drosophila_tani	4.2	cD
Drosophila_tani	0.4	bF
Drosophila_tani	0.8	aM
Drosophila_truncata	98.2	dS
Drosophila_truncata	1	cD
Drosophila_truncata	0.3	bF
Drosophila_truncata	0.5	aM
Drosophila_mayri	98	dS
Drosophila_mayri	1	cD
Drosophila_mayri	0.3	bF
Drosophila_mayri	0.7	aM
Drosophila_kanapiae	98	dS
Drosophila_kanapiae	1.2	cD
Drosophila_kanapiae	0.2	bF
Drosophila_kanapiae	0.6	aM
Drosophila_virilis	98.3	dS
Drosophila_virilis	1.2	cD
Drosophila_virilis	0.1	bF
Drosophila_virilis	0.4	aM
Drosophila_neonasuta	87.6	dS
Drosophila_neonasuta	1.1	cD
Drosophila_neonasuta	5.7	bF
Drosophila_neonasuta	5.6	aM
Drosophila_orena	92.8	dS
Drosophila_orena	5.6	cD
Drosophila_orena	0	bF
Drosophila_orena	1.6	aM
Drosophila_azteca	97.3	dS
Drosophila_azteca	1.5	cD
Drosophila_azteca	0	bF
Drosophila_azteca	1.2	aM
Drosophila_biarmipes	95	dS
Drosophila_biarmipes	4	cD
Drosophila_biarmipes	0.3	bF
Drosophila_biarmipes	0.7	aM
Drosophila_sechellia	98.8	dS
Drosophila_sechellia	1	cD
Drosophila_sechellia	0	bF
Drosophila_sechellia	0.2	aM
Drosophila_simulans	97.3	dS
Drosophila_simulans	2.6	cD
Drosophila_simulans	0.1	bF
Drosophila_simulans	0	aM
Drosophila_mauritiana	99.2	dS
Drosophila_mauritiana	0.7	cD
Drosophila_mauritiana	0	bF
Drosophila_mauritiana	0.1	aM
Drosophila_innubila	97.9	dS
Drosophila_innubila	1.3	cD
Drosophila_innubila	0.2	bF
Drosophila_innubila	0.6	aM
Drosophila_nigromelanica	97.8	dS
Drosophila_nigromelanica	1.2	cD
Drosophila_nigromelanica	0.1	bF
Drosophila_nigromelanica	0.9	aM
Drosophila_lacertosa	97.2	dS
Drosophila_lacertosa	1	cD
Drosophila_lacertosa	0.5	bF
Drosophila_lacertosa	1.3	aM
Drosophila_micromelanica	97.8	dS
Drosophila_micromelanica	0.8	cD
Drosophila_micromelanica	0.4	bF
Drosophila_micromelanica	1	aM
Drosophila_robusta	95.4	dS
Drosophila_robusta	2	cD
Drosophila_robusta	0.7	bF
Drosophila_robusta	1.9	aM
Drosophila_melanica	97.7	dS
Drosophila_melanica	1.2	cD
Drosophila_melanica	0.4	bF
Drosophila_melanica	0.7	aM
Drosophila_melanogaster	98.9	dS
Drosophila_melanogaster	1	cD
Drosophila_melanogaster	0	bF
Drosophila_melanogaster	0.1	aM
Drosophila_miranda	84.6	dS
Drosophila_miranda	14.7	cD
Drosophila_miranda	0.2	bF
Drosophila_miranda	0.5	aM
Drosophila_erecta	99.2	dS
Drosophila_erecta	0.6	cD
Drosophila_erecta	0.1	bF
Drosophila_erecta	0.1	aM
Drosophila_persimilis	97.4	dS
Drosophila_persimilis	2.1	cD
Drosophila_persimilis	0.1	bF
Drosophila_persimilis	0.4	aM
Drosophila_ananassae	98.7	dS
Drosophila_ananassae	0.6	cD
Drosophila_ananassae	0.1	bF
Drosophila_ananassae	0.6	aM
Drosophila_hydei	97	dS
Drosophila_hydei	2.2	cD
Drosophila_hydei	0.1	bF
Drosophila_hydei	0.7	aM
Drosophila_novamexicana	97.3	dS
Drosophila_novamexicana	1.4	cD
Drosophila_novamexicana	0.1	bF
Drosophila_novamexicana	1.2	aM
Drosophila_montana	95.5	dS
Drosophila_montana	0.9	cD
Drosophila_montana	1.5	bF
Drosophila_montana	2.1	aM
Drosophila_nasuta	89.7	dS
Drosophila_nasuta	0.5	cD
Drosophila_nasuta	6.2	bF
Drosophila_nasuta	3.6	aM
Drosophila_obscura	92.9	dS
Drosophila_obscura	6.4	cD
Drosophila_obscura	0.3	bF
Drosophila_obscura	0.4	aM
Drosophila_serrata	97.2	dS
Drosophila_serrata	2.1	cD
Drosophila_serrata	0.4	bF
Drosophila_serrata	0.3	aM
Drosophila_arizonae	95	dS
Drosophila_arizonae	1	cD
Drosophila_arizonae	0.8	bF
Drosophila_arizonae	3.2	aM
Drosophila_navojoa	97.3	dS
Drosophila_navojoa	0.9	cD
Drosophila_navojoa	0.4	bF
Drosophila_navojoa	1.4	aM
Drosophila_eugracilis	98.6	dS
Drosophila_eugracilis	0.6	cD
Drosophila_eugracilis	0.2	bF
Drosophila_eugracilis	0.6	aM
Drosophila_rhopaloa	96.8	dS
Drosophila_rhopaloa	1.8	cD
Drosophila_rhopaloa	0.6	bF
Drosophila_rhopaloa	0.8	aM
Drosophila_bipectinata	97.7	dS
Drosophila_bipectinata	1.1	cD
Drosophila_bipectinata	0.1	bF
Drosophila_bipectinata	1.1	aM
Drosophila_takahashii	98.1	dS
Drosophila_takahashii	1.4	cD
Drosophila_takahashii	0.1	bF
Drosophila_takahashii	0.4	aM
Drosophila_kikkawai	98	dS
Drosophila_kikkawai	1.2	cD
Drosophila_kikkawai	0.1	bF
Drosophila_kikkawai	0.7	aM
Drosophila_elegans	99	dS
Drosophila_elegans	0.4	cD
Drosophila_elegans	0.1	bF
Drosophila_elegans	0.5	aM
Drosophila_ficusphila	98.2	dS
Drosophila_ficusphila	1	cD
Drosophila_ficusphila	0.1	bF
Drosophila_ficusphila	0.7	aM
Drosophila_yakuba	96.1	dS
Drosophila_yakuba	2.9	cD
Drosophila_yakuba	0.4	bF
Drosophila_yakuba	0.6	aM
Drosophila_willistoni	97.7	dS
Drosophila_willistoni	1.8	cD
Drosophila_willistoni	0.2	bF
Drosophila_willistoni	0.3	aM
Drosophila_mojavensis	97.8	dS
Drosophila_mojavensis	1.2	cD
Drosophila_mojavensis	0.1	bF
Drosophila_mojavensis	0.9	aM
Drosophila_grimshawi	96.3	dS
Drosophila_grimshawi	3.1	cD
Drosophila_grimshawi	0.2	bF
Drosophila_grimshawi	0.4	aM
Drosophila_pseudoobscura_pseudoobscura	95.5	dS
Drosophila_pseudoobscura_pseudoobscura	2.4	cD
Drosophila_pseudoobscura_pseudoobscura	1.2	bF
Drosophila_pseudoobscura_pseudoobscura	0.9	aM
Condylostylus_patibulatus	51.1	dS
Condylostylus_patibulatus	0.5	cD
Condylostylus_patibulatus	14.6	bF
Condylostylus_patibulatus	33.8	aM
Teleopsis_dalmanni	72.3	dS
Teleopsis_dalmanni	26	cD
Teleopsis_dalmanni	0.5	bF
Teleopsis_dalmanni	1.2	aM
Sphyracephala_brevicornis	68.3	dS
Sphyracephala_brevicornis	0.7	cD
Sphyracephala_brevicornis	13.7	bF
Sphyracephala_brevicornis	17.3	aM
Culex_quinquefasciatus	91.9	dS
Culex_quinquefasciatus	3.8	cD
Culex_quinquefasciatus	1.4	bF
Culex_quinquefasciatus	2.9	aM
Anopheles_albimanus	98.2	dS
Anopheles_albimanus	0.9	cD
Anopheles_albimanus	0.2	bF
Anopheles_albimanus	0.7	aM
Anopheles_stephensi	95.5	dS
Anopheles_stephensi	3.9	cD
Anopheles_stephensi	0.2	bF
Anopheles_stephensi	0.4	aM
Anopheles_fontenillei	97.3	dS
Anopheles_fontenillei	0.7	cD
Anopheles_fontenillei	1	bF
Anopheles_fontenillei	1	aM
Anopheles_bwambae	79.1	dS
Anopheles_bwambae	18.1	cD
Anopheles_bwambae	1.2	bF
Anopheles_bwambae	1.6	aM
Anopheles_coluzzii	60.9	dS
Anopheles_coluzzii	38.4	cD
Anopheles_coluzzii	0.2	bF
Anopheles_coluzzii	0.5	aM
Anopheles_funestus	57.9	dS
Anopheles_funestus	41.7	cD
Anopheles_funestus	0.1	bF
Anopheles_funestus	0.3	aM
Anopheles_aquasalis	97.7	dS
Anopheles_aquasalis	0.6	cD
Anopheles_aquasalis	0.9	bF
Anopheles_aquasalis	0.8	aM
Anopheles_cracens	79.8	dS
Anopheles_cracens	13.8	cD
Anopheles_cracens	2.1	bF
Anopheles_cracens	4.3	aM
Anopheles_maculatus	43.8	dS
Anopheles_maculatus	55	cD
Anopheles_maculatus	0.4	bF
Anopheles_maculatus	0.8	aM
Anopheles_gambiae	82.4	dS
Anopheles_gambiae	3.4	cD
Anopheles_gambiae	7.7	bF
Anopheles_gambiae	6.5	aM
Anopheles_koliensis	87.6	dS
Anopheles_koliensis	0.9	cD
Anopheles_koliensis	5.3	bF
Anopheles_koliensis	6.2	aM
Anopheles_punctulatus	86.4	dS
Anopheles_punctulatus	1.8	cD
Anopheles_punctulatus	2.3	bF
Anopheles_punctulatus	9.5	aM
Anopheles_merus	98	dS
Anopheles_merus	1	cD
Anopheles_merus	0.4	bF
Anopheles_merus	0.6	aM
Anopheles_melas	91.6	dS
Anopheles_melas	4.8	cD
Anopheles_melas	1.5	bF
Anopheles_melas	2.1	aM
Anopheles_atroparvus	98.5	dS
Anopheles_atroparvus	1.1	cD
Anopheles_atroparvus	0.1	bF
Anopheles_atroparvus	0.3	aM
Anopheles_farauti	98.5	dS
Anopheles_farauti	0.9	cD
Anopheles_farauti	0.1	bF
Anopheles_farauti	0.5	aM
Anopheles_culicifacies	97.1	dS
Anopheles_culicifacies	1.6	cD
Anopheles_culicifacies	0.6	bF
Anopheles_culicifacies	0.7	aM
Anopheles_sinensis	96.8	dS
Anopheles_sinensis	1.2	cD
Anopheles_sinensis	0.6	bF
Anopheles_sinensis	1.4	aM
Anopheles_nili	69.1	dS
Anopheles_nili	0.6	cD
Anopheles_nili	12.4	bF
Anopheles_nili	17.9	aM
Anopheles_arabiensis	98.4	dS
Anopheles_arabiensis	0.9	cD
Anopheles_arabiensis	0.3	bF
Anopheles_arabiensis	0.4	aM
Anopheles_christyi	97	dS
Anopheles_christyi	0.7	cD
Anopheles_christyi	1	bF
Anopheles_christyi	1.3	aM
Anopheles_dirus	98.4	dS
Anopheles_dirus	0.9	cD
Anopheles_dirus	0	bF
Anopheles_dirus	0.7	aM
Anopheles_epiroticus	98.6	dS
Anopheles_epiroticus	0.7	cD
Anopheles_epiroticus	0.2	bF
Anopheles_epiroticus	0.5	aM
Anopheles_quadriannulatus	98	dS
Anopheles_quadriannulatus	0.7	cD
Anopheles_quadriannulatus	0.5	bF
Anopheles_quadriannulatus	0.8	aM
Anopheles_minimus	99	dS
Anopheles_minimus	0.6	cD
Anopheles_minimus	0.1	bF
Anopheles_minimus	0.3	aM
Anopheles_darlingi	97.6	dS
Anopheles_darlingi	1.1	cD
Anopheles_darlingi	0.3	bF
Anopheles_darlingi	1	aM
Aedes_aegypti	93.2	dS
Aedes_aegypti	5.3	cD
Aedes_aegypti	0.7	bF
Aedes_aegypti	0.8	aM
Aedes_albopictus	15.9	dS
Aedes_albopictus	83.2	cD
Aedes_albopictus	0.1	bF
Aedes_albopictus	0.8	aM
Polypedilum_pembai	95.4	dS
Polypedilum_pembai	2	cD
Polypedilum_pembai	0.4	bF
Polypedilum_pembai	2.2	aM
Clunio_marinus	97.9	dS
Clunio_marinus	1	cD
Clunio_marinus	0.2	bF
Clunio_marinus	0.9	aM
Chironomus_riparius	93.3	dS
Chironomus_riparius	1.4	cD
Chironomus_riparius	1.8	bF
Chironomus_riparius	3.5	aM
Chironomus_tentans	94.4	dS
Chironomus_tentans	2	cD
Chironomus_tentans	1.5	bF
Chironomus_tentans	2.1	aM
Belgica_antarctica	96.6	dS
Belgica_antarctica	0.7	cD
Belgica_antarctica	1.4	bF
Belgica_antarctica	1.3	aM
Mochlonyx_cinctipes	90.2	dS
Mochlonyx_cinctipes	0.4	cD
Mochlonyx_cinctipes	5.5	bF
Mochlonyx_cinctipes	3.9	aM
Chaoborus_trivitattus	63.9	dS
Chaoborus_trivitattus	0.6	cD
Chaoborus_trivitattus	12	bF
Chaoborus_trivitattus	23.5	aM
Culicoides_sonorensis	49.9	dS
Culicoides_sonorensis	48.1	cD
Culicoides_sonorensis	0.2	bF
Culicoides_sonorensis	1.8	aM
Sitodiplosis_mosellana	96.5	dS
Sitodiplosis_mosellana	2	cD
Sitodiplosis_mosellana	0.4	bF
Sitodiplosis_mosellana	1.1	aM
Mayetiola_destructor	94	dS
Mayetiola_destructor	1.2	cD
Mayetiola_destructor	2.4	bF
Mayetiola_destructor	2.4	aM
Contarinia_nasturtii	97.5	dS
Contarinia_nasturtii	1.2	cD
Contarinia_nasturtii	0.4	bF
Contarinia_nasturtii	0.9	aM
Catotricha_subobsoleta	95.7	dS
Catotricha_subobsoleta	1.8	cD
Catotricha_subobsoleta	1.4	bF
Catotricha_subobsoleta	1.1	aM
Phormia_regina	93.8	dS
Phormia_regina	2.2	cD
Phormia_regina	2.6	bF
Phormia_regina	1.4	aM
Lucilia_sericata	78.4	dS
Lucilia_sericata	0.1	cD
Lucilia_sericata	11.2	bF
Lucilia_sericata	10.3	aM
Lucilia_cuprina	98.8	dS
Lucilia_cuprina	0.4	cD
Lucilia_cuprina	0.4	bF
Lucilia_cuprina	0.4	aM
Cochliomyia_hominivorax	95	dS
Cochliomyia_hominivorax	3.7	cD
Cochliomyia_hominivorax	1	bF
Cochliomyia_hominivorax	0.3	aM
Chrysomya_rufifacies	96.6	dS
Chrysomya_rufifacies	0.9	cD
Chrysomya_rufifacies	1.6	bF
Chrysomya_rufifacies	0.9	aM
Calliphora_vicina	77.2	dS
Calliphora_vicina	0.3	cD
Calliphora_vicina	11.1	bF
Calliphora_vicina	11.4	aM
Proctacanthus_coquilletti	99	dS
Proctacanthus_coquilletti	0.7	cD
Proctacanthus_coquilletti	0.2	bF
Proctacanthus_coquilletti	0.1	aM
Holcocephala_fusca	78.8	dS
Holcocephala_fusca	0.7	cD
Holcocephala_fusca	10.8	bF
Holcocephala_fusca	9.7	aM
Dasypogon_diadema	91.6	dS
Dasypogon_diadema	2.4	cD
Dasypogon_diadema	2.1	bF
Dasypogon_diadema	3.9	aM
Liriomyza_trifolii	42.8	dS
Liriomyza_trifolii	4.4	cD
Liriomyza_trifolii	15.1	bF
Liriomyza_trifolii	37.7	aM
Anisolabis_maritima	81.6	dS
Anisolabis_maritima	1.9	cD
Anisolabis_maritima	10.7	bF
Anisolabis_maritima	5.8	aM
Mesaphorura_yosii	87.6	dS
Mesaphorura_yosii	2.3	cD
Mesaphorura_yosii	1.5	bF
Mesaphorura_yosii	8.6	aM
Tomocerus_minor	79.2	dS
Tomocerus_minor	1.8	cD
Tomocerus_minor	6.7	bF
Tomocerus_minor	12.3	aM
Tomocerus_qinae	75.5	dS
Tomocerus_qinae	1.2	cD
Tomocerus_qinae	7.2	bF
Tomocerus_qinae	16.1	aM
Sminthurides_bifidus	78.2	dS
Sminthurides_bifidus	1	cD
Sminthurides_bifidus	7.4	bF
Sminthurides_bifidus	13.4	aM
Lipothrix_lubbocki	79.7	dS
Lipothrix_lubbocki	1.5	cD
Lipothrix_lubbocki	6.3	bF
Lipothrix_lubbocki	12.5	aM
Orchesella_cincta	84.5	dS
Orchesella_cincta	3.3	cD
Orchesella_cincta	1.5	bF
Orchesella_cincta	10.7	aM
Thalassaphorura_encarpata	75.6	dS
Thalassaphorura_encarpata	1.5	cD
Thalassaphorura_encarpata	6.4	bF
Thalassaphorura_encarpata	16.5	aM
Oncopodura_yosiiana	82.6	dS
Oncopodura_yosiiana	1.5	cD
Oncopodura_yosiiana	5.4	bF
Oncopodura_yosiiana	10.5	aM
Neelides_sp._FZ-2019	85.1	dS
Neelides_sp._FZ-2019	0.9	cD
Neelides_sp._FZ-2019	3.3	bF
Neelides_sp._FZ-2019	10.7	aM
Pseudachorutes_palmiensis	87.6	dS
Pseudachorutes_palmiensis	1.5	cD
Pseudachorutes_palmiensis	1.8	bF
Pseudachorutes_palmiensis	9.1	aM
Holacanthella_duospinosa	82	dS
Holacanthella_duospinosa	6.9	cD
Holacanthella_duospinosa	1.4	bF
Holacanthella_duospinosa	9.7	aM
Folsomia_candida	88.4	dS
Folsomia_candida	1.5	cD
Folsomia_candida	1.5	bF
Folsomia_candida	8.6	aM
Ceratophysella_communis	76.9	dS
Ceratophysella_communis	1.8	cD
Ceratophysella_communis	8.1	bF
Ceratophysella_communis	13.2	aM
Sinella_curviseta	88.2	dS
Sinella_curviseta	2.1	cD
Sinella_curviseta	1.2	bF
Sinella_curviseta	8.5	aM
Pseudobourletiella_spinata	83.4	dS
Pseudobourletiella_spinata	1.2	cD
Pseudobourletiella_spinata	4.9	bF
Pseudobourletiella_spinata	10.5	aM
Pygmarrhopalites_habei	77	dS
Pygmarrhopalites_habei	1.5	cD
Pygmarrhopalites_habei	7.8	bF
Pygmarrhopalites_habei	13.7	aM
Tribolium_castaneum	98.9	dS
Tribolium_castaneum	0.4	cD
Tribolium_castaneum	0.5	bF
Tribolium_castaneum	0.2	aM
Tenebrio_molitor	82.8	dS
Tenebrio_molitor	4.2	cD
Tenebrio_molitor	4.6	bF
Tenebrio_molitor	8.4	aM
Asbolus_verrucosus	92	dS
Asbolus_verrucosus	1	cD
Asbolus_verrucosus	3.3	bF
Asbolus_verrucosus	3.7	aM
Aleochara_bilineata	93.3	dS
Aleochara_bilineata	0.4	cD
Aleochara_bilineata	3.5	bF
Aleochara_bilineata	2.8	aM
Aenictocupidus_jacobsonorum	87.2	dS
Aenictocupidus_jacobsonorum	0.4	cD
Aenictocupidus_jacobsonorum	6.7	bF
Aenictocupidus_jacobsonorum	5.7	aM
Adranes_taylori	75	dS
Adranes_taylori	0.4	cD
Adranes_taylori	15.4	bF
Adranes_taylori	9.2	aM
Oryzaephilus_surinamensis	97.4	dS
Oryzaephilus_surinamensis	0.4	cD
Oryzaephilus_surinamensis	1.3	bF
Oryzaephilus_surinamensis	0.9	aM
Nicrophorus_vespilloides	98	dS
Nicrophorus_vespilloides	1.5	cD
Nicrophorus_vespilloides	0.3	bF
Nicrophorus_vespilloides	0.2	aM
Trypoxylus_dichotomus	98.2	dS
Trypoxylus_dichotomus	1.1	cD
Trypoxylus_dichotomus	0.4	bF
Trypoxylus_dichotomus	0.3	aM
Protaetia_brevitarsis	64.4	dS
Protaetia_brevitarsis	32.7	cD
Protaetia_brevitarsis	1.4	bF
Protaetia_brevitarsis	1.5	aM
Popillia_japonica	83.2	dS
Popillia_japonica	2.6	cD
Popillia_japonica	6.9	bF
Popillia_japonica	7.3	aM
Oryctes_borbonicus	95.6	dS
Oryctes_borbonicus	0.9	cD
Oryctes_borbonicus	0.4	bF
Oryctes_borbonicus	3.1	aM
Onthophagus_taurus	96.7	dS
Onthophagus_taurus	2.8	cD
Onthophagus_taurus	0.1	bF
Onthophagus_taurus	0.4	aM
Marronus_borbonicus	94.4	dS
Marronus_borbonicus	1.8	cD
Marronus_borbonicus	1	bF
Marronus_borbonicus	2.8	aM
Chrysina_resplendens	77.9	dS
Chrysina_resplendens	0.4	cD
